Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Process036_MachineNo,Process037_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018A00461-A00924,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181029_20181104,PL-017By20181029_20181104,GP-007By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,LS-070By20181105_20181111,FT-079By20181105_20181111,,,,,,,,,,,27,39.375,1.5208333333333333,48.0
WB2018A00461-A00924,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-007By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181029_20181104,PL-017By20181029_20181104,GP-007By20181029_20181104,ME-005By20181029_20181104,GP-005By20181029_20181104,ME-007By20181029_20181104,PT-100By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181105_20181111,LS-070By20181105_20181111,FT-079By20181105_20181111,FW-001By20181105_20181111,,,,,,,,,,-1,37.854166666666664,4.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,48.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,48.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,48.0,3.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181029_20181104,PL-022By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,45.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181029_20181104,PL-022By20181105_20181111,ME-005By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,11,45.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181029_20181104,PL-022By20181105_20181111,ME-005By20181105_20181111,SB-001By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,12,45.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181029_20181104,PL-022By20181105_20181111,ME-005By20181105_20181111,SB-001By20181105_20181111,LS-061By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,13,45.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181029_20181104,PL-022By20181105_20181111,ME-005By20181105_20181111,SB-001By20181105_20181111,LS-061By20181105_20181111,CR-031By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,14,45.0,0.0,48.0
WB2018A00652-C00055,CR-022By20181029_20181104,OV-058By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-007By20181029_20181104,EX-017By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181029_20181104,PL-022By20181105_20181111,ME-005By20181105_20181111,SB-001By20181105_20181111,LS-061By20181105_20181111,CR-031By20181105_20181111,FT-057By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,-1,45.0,3.9796875,48.0
WB2018A00658-A00978,PT-118By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-031By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-031By20181105_20181111,LS-033By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-031By20181105_20181111,LS-033By20181105_20181111,IS-005By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-031By20181105_20181111,LS-033By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-031By20181105_20181111,LS-033By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,120.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-031By20181105_20181111,LS-033By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,MS-020By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,11,120.0,1.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-031By20181105_20181111,LS-033By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,MS-020By20181105_20181111,MK-011By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,12,119.0,1.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-031By20181105_20181111,LS-033By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,MS-020By20181105_20181111,MK-011By20181105_20181111,CR-025By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,13,118.0,0.0,120.0
WB2018A00658-A00978,PT-118By20181029_20181104,OV-141By20181029_20181104,PT-118By20181105_20181111,OV-141By20181105_20181111,MS-021By20181105_20181111,LS-031By20181105_20181111,LS-033By20181105_20181111,IS-005By20181105_20181111,GA-597By20181105_20181111,SM-002By20181105_20181111,MS-020By20181105_20181111,MK-011By20181105_20181111,CR-025By20181105_20181111,PK-011By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,-1,118.0,0.0,120.0
WB2018A00675-A00543,ME-004By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,LK-004By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,11,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,LK-004By20181105_20181111,LS-052By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,12,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,LK-004By20181105_20181111,LS-052By20181105_20181111,IS-010By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,13,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,LK-004By20181105_20181111,LS-052By20181105_20181111,IS-010By20181105_20181111,CR-049By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,14,96.0,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,LK-004By20181105_20181111,LS-052By20181105_20181111,IS-010By20181105_20181111,CR-049By20181105_20181111,FT-081By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,15,96.0,0.3647959183673469,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,LK-004By20181105_20181111,LS-052By20181105_20181111,IS-010By20181105_20181111,CR-049By20181105_20181111,FT-081By20181105_20181111,GA-558By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,16,95.63520408163265,0.025510204081632654,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,LK-004By20181105_20181111,LS-052By20181105_20181111,IS-010By20181105_20181111,CR-049By20181105_20181111,FT-081By20181105_20181111,GA-558By20181105_20181111,MS-017By20181105_20181111,,,,,,,,,,,,,,,,,,,,,17,95.60969387755102,0.0,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,LK-004By20181105_20181111,LS-052By20181105_20181111,IS-010By20181105_20181111,CR-049By20181105_20181111,FT-081By20181105_20181111,GA-558By20181105_20181111,MS-017By20181105_20181111,MS-019By20181105_20181111,,,,,,,,,,,,,,,,,,,,18,95.60969387755102,2.4719387755102042,96.0
WB2018A00675-A00543,ME-004By20181029_20181104,SP-005By20181029_20181104,PL-024By20181029_20181104,DR-004By20181029_20181104,EX-018By20181029_20181104,DM-005By20181029_20181104,PL-012By20181029_20181104,GP-005By20181105_20181111,PL-001By20181105_20181111,ME-005By20181105_20181111,LK-004By20181105_20181111,LS-052By20181105_20181111,IS-010By20181105_20181111,CR-049By20181105_20181111,FT-081By20181105_20181111,GA-558By20181105_20181111,MS-017By20181105_20181111,MS-019By20181105_20181111,MK-022By20181105_20181111,,,,,,,,,,,,,,,,,,,-1,93.13775510204081,0.9987244897959183,96.0
WB2018A00620-A00154,CR-046By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,11,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-011By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,12,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-011By20181105_20181111,SB-001By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,13,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-011By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,14,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-011By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,15,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-011By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,16,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-011By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,GA-573By20181105_20181111,,,,,,,,,,,,,,,,,,,,,17,48.0,0.0,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-011By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,GA-573By20181105_20181111,FT-083By20181105_20181111,,,,,,,,,,,,,,,,,,,,18,48.0,0.5714285714285714,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-011By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,GA-573By20181105_20181111,FT-083By20181105_20181111,MS-026By20181105_20181111,,,,,,,,,,,,,,,,,,,19,47.42857142857143,4.404761904761905,48.0
WB2018A00620-A00154,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-011By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,GA-573By20181105_20181111,FT-083By20181105_20181111,MS-026By20181105_20181111,LS-058By20181105_20181111,,,,,,,,,,,,,,,,,,-1,43.023809523809526,0.0,48.0
WB2018A00623-A00266,ME-004By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.0,0.0,48.0
WB2018A00623-A00266,ME-004By20181022_20181028,CR-046By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.0,1.0,48.0
WB2018A00623-A00266,ME-004By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,47.0,0.0,48.0
WB2018A00623-A00266,ME-004By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,47.0,0.0,48.0
WB2018A00623-A00266,ME-004By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-005By20181022_20181028,PL-024By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,47.0,0.0,48.0
WB2018A00623-A00266,ME-004By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-005By20181022_20181028,PL-024By20181029_20181104,DR-006By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,47.0,0.0,48.0
WB2018A00623-A00266,ME-004By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-005By20181022_20181028,PL-024By20181029_20181104,DR-006By20181029_20181104,EX-015By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47.0,0.0,48.0
WB2018A00623-A00266,ME-004By20181022_20181028,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-005By20181022_20181028,PL-024By20181029_20181104,DR-006By20181029_20181104,EX-015By20181029_20181104,DM-005By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,47.0,1.0,48.0
