Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Process036_MachineNo,Process037_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018A00620-A00156,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-003By20181105_20181111,SB-001By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,13,47.0,0.0,48.0
WB2018A00620-A00156,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-003By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,14,47.0,0.0,48.0
WB2018A00620-A00156,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-003By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,15,47.0,0.0,48.0
WB2018A00620-A00156,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-003By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,16,47.0,0.0,48.0
WB2018A00620-A00156,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-003By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,GA-573By20181105_20181111,,,,,,,,,,,,,,,,,,,,,17,47.0,0.0,48.0
WB2018A00620-A00156,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-003By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,GA-573By20181105_20181111,FT-083By20181105_20181111,,,,,,,,,,,,,,,,,,,,18,47.0,1.3571428571428572,48.0
WB2018A00620-A00156,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-003By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,GA-573By20181105_20181111,FT-083By20181105_20181111,MS-026By20181105_20181111,,,,,,,,,,,,,,,,,,,19,45.642857142857146,2.3095238095238093,48.0
WB2018A00620-A00156,CR-046By20181022_20181028,OV-148By20181022_20181028,SP-007By20181022_20181028,PL-024By20181022_20181028,DR-006By20181022_20181028,EX-015By20181029_20181104,PL-017By20181029_20181104,ME-005By20181029_20181104,PT-106By20181029_20181104,OV-125By20181029_20181104,OV-133By20181029_20181104,DK-003By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-054By20181105_20181111,HM-006By20181105_20181111,GA-573By20181105_20181111,FT-083By20181105_20181111,MS-026By20181105_20181111,LS-058By20181105_20181111,,,,,,,,,,,,,,,,,,-1,43.333333333333336,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48.0,1.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,11,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,12,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,13,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,14,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,15,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,16,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,17,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,,,,,,,,,,,,,,,,,,,,18,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,,,,,,,,,,,,,,,,,,,19,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,OV-121By20181029_20181104,,,,,,,,,,,,,,,,,,20,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,,,,,,,,,,,,,,,,,21,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,,,,,,,,,,,,,,,,22,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,,,,,,,,,,,,,,,23,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,,,,,,,,,,,,,,24,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181029_20181104,,,,,,,,,,,,,25,47.0,0.0,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181029_20181104,LS-070By20181105_20181111,,,,,,,,,,,,26,47.0,0.125,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181029_20181104,LS-070By20181105_20181111,FT-055By20181105_20181111,,,,,,,,,,,27,46.875,0.2916666666666667,48.0
WB2018A00461-A00911,CR-022By20181015_20181021,OV-058By20181015_20181021,SP-005By20181015_20181021,PL-024By20181015_20181021,DR-001By20181015_20181021,EX-007By20181015_20181021,DM-005By20181015_20181021,PL-017By20181022_20181028,GP-005By20181022_20181028,DR-001By20181022_20181028,EX-007By20181022_20181028,DM-005By20181022_20181028,ME-007By20181022_20181028,PL-017By20181022_20181028,GP-007By20181022_20181028,ME-005By20181022_20181028,GP-005By20181022_20181028,ME-007By20181029_20181104,PT-106By20181029_20181104,OV-121By20181029_20181104,EX-007By20181029_20181104,DM-004By20181029_20181104,OV-123By20181029_20181104,SB-001By20181029_20181104,PL-003By20181029_20181104,LS-070By20181105_20181111,FT-055By20181105_20181111,FW-001By20181105_20181111,,,,,,,,,,-1,46.583333333333336,6.4375,48.0
WB2018A00518-C00163,ME-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,ME-005By20181022_20181028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,ME-005By20181022_20181028,GP-007By20181029_20181104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,ME-005By20181022_20181028,GP-007By20181029_20181104,PT-118By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96.0,1.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,ME-005By20181022_20181028,GP-007By20181029_20181104,PT-118By20181105_20181111,OV-125By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,,11,95.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,ME-005By20181022_20181028,GP-007By20181029_20181104,PT-118By20181105_20181111,OV-125By20181105_20181111,OV-178By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,,12,95.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,ME-005By20181022_20181028,GP-007By20181029_20181104,PT-118By20181105_20181111,OV-125By20181105_20181111,OV-178By20181105_20181111,DK-012By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,,13,95.0,1.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,ME-005By20181022_20181028,GP-007By20181029_20181104,PT-118By20181105_20181111,OV-125By20181105_20181111,OV-178By20181105_20181111,DK-012By20181105_20181111,SB-001By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,,14,94.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,ME-005By20181022_20181028,GP-007By20181029_20181104,PT-118By20181105_20181111,OV-125By20181105_20181111,OV-178By20181105_20181111,DK-012By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,,15,94.0,0.0,96.0
WB2018A00518-C00163,ME-005By20181022_20181028,SP-005By20181022_20181028,PL-024By20181022_20181028,DR-005By20181022_20181028,EX-017By20181022_20181028,DM-005By20181022_20181028,PL-006By20181022_20181028,ME-005By20181022_20181028,GP-007By20181029_20181104,PT-118By20181105_20181111,OV-125By20181105_20181111,OV-178By20181105_20181111,DK-012By20181105_20181111,SB-001By20181105_20181111,PL-023By20181105_20181111,LS-044By20181105_20181111,,,,,,,,,,,,,,,,,,,,,,16,94.0,0.0,96.0
